"","X","Countrycode","Namespace","AirQualityNetwork","AirQualityStation","AirQualityStationEoICode","SamplingPoint","SamplingProcess","Sample","AirPollutant","AirPollutantCode","AveragingTime","Concentration","UnitOfMeasurement","DatetimeBegin","DatetimeEnd","Validity","Verification","statname","stattype","statareatype","lon","lat","altitude"
"301",301,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",27,"µg/m3","2013-07-19 00:00:00 +01:00","2013-07-20 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
"302",302,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",14,"µg/m3","2013-07-05 00:00:00 +01:00","2013-07-06 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
"303",303,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",20,"µg/m3","2013-07-03 00:00:00 +01:00","2013-07-04 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
"304",304,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",17,"µg/m3","2013-07-08 00:00:00 +01:00","2013-07-09 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
"305",305,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",27,"µg/m3","2013-07-10 00:00:00 +01:00","2013-07-11 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
"306",306,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",15,"µg/m3","2013-07-11 00:00:00 +01:00","2013-07-12 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
"307",307,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",12,"µg/m3","2013-07-12 00:00:00 +01:00","2013-07-13 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
"308",308,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",16,"µg/m3","2013-07-13 00:00:00 +01:00","2013-07-14 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
"309",309,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",25,"µg/m3","2013-07-18 00:00:00 +01:00","2013-07-19 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
"310",310,"AT","AT.0008.20.AQ","NET.04","STA.04.S184","AT4S184","SPO.04.S184.63742.5.1","SPP.04.S184.63742.5.1.2280","SAM.04.S184.63742.5.1","PM10","http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5","day",19,"µg/m3","2013-07-15 00:00:00 +01:00","2013-07-16 00:00:00 +01:00",1,1,"Linz Stadtpark","Background","urban",14.297501,48.30611,260
